,0,2020-08-10 00:00:00,2020-08-11 00:00:00,2020-08-12 00:00:00,2020-08-13 00:00:00,2020-08-14 00:00:00,2020-08-15 00:00:00,2020-08-16 00:00:00
75,76,0.66,0.4920000000000001,0.5808800000000001,0.7419088000000001,0.6309378560000003,0.5929597772800003,0.6164477388800002
76,77,1.07,0.9840000000000001,1.14176,1.4486176000000002,1.4224517120000002,1.4873704345600005,1.2590332910933335
77,78,1.04,0.948,1.1007200000000001,1.3969072,1.3645360640000002,1.42192575232,1.2120148360533334
78,79,1.17,1.104,1.2785599999999997,1.6209855999999996,1.6155038719999997,1.705519375359999,1.4157614745599998
79,80,0.74,0.5880000000000001,0.6903199999999999,0.8798032000000001,0.7853795840000002,0.7674789299200001,0.7418302856533333
80,81,0.9,0.78,0.9092,1.155592,1.0942630400000002,1.1165172352,0.9925953792
81,82,1.0,0.8999999999999999,1.0459999999999998,1.3279599999999998,1.2873152,1.3346661759999998,1.1493235626666667
82,83,0.89,0.768,0.8955200000000001,1.1383552,1.074957824,1.0947023411199996,0.9769225608533332
83,84,0.72,0.5640000000000001,0.66296,0.8453296,0.7467691520000002,0.7238491417600001,0.7104846489600001
84,85,1.1,1.02,1.1828,1.500328,1.48036736,1.5528151167999995,1.3060517461333334
85,86,1.04,0.948,1.1007200000000001,1.3969072,1.3645360640000002,1.42192575232,1.2120148360533334
86,87,0.99,0.8879999999999999,1.0323200000000001,1.3107232,1.268009984,1.31285128192,1.13365074432
87,88,0.97,0.8639999999999999,1.0049599999999996,1.2762495999999997,1.2293995519999998,1.2692214937599997,1.1023051076266663
88,89,0.65,0.48,0.7313599999999998,0.9315135999999996,0.6116326400000001,0.5711448832,0.6626085205333332
89,90,1.06,0.972,0.7313599999999998,0.9315135999999996,1.4031464960000002,1.4655555404799998,1.0939292727466665
90,91,0.77,0.6239999999999999,0.7313599999999998,0.9315135999999996,0.8432952319999998,0.8329236121599997,0.7888487406933331
91,92,1.19,1.128,1.3059199999999995,1.6554591999999997,1.6541143040000001,1.7491491635199998,1.4471071112533334
92,93,0.8300000000000001,0.696,0.8134399999999999,1.0349344,0.959126528,0.9638129766399999,0.8828856507733333
93,94,0.67,0.504,0.5945600000000001,0.7591456,0.6502430720000001,0.6147746713600001,0.6321205572266667
94,95,0.62,0.444,0.5261600000000001,0.6729615999999999,0.553716992,0.50570020096,0.5537564654933332
95,96,1.28,1.236,1.42904,1.8105904,1.8278612480000005,1.9454832102400001,1.5881624763733335
96,97,0.91,0.792,0.9228799999999999,1.1728288,1.1135682560000002,1.1383321292800002,1.0082681975466667
97,98,1.0,0.8999999999999999,1.0459999999999998,1.3279599999999998,1.2873152,1.3346661759999998,1.1493235626666667
98,99,1.02,0.924,1.07336,1.3624336000000001,1.325925632,1.37829596416,1.18066919936
99,100,1.14,1.068,1.2375200000000002,1.5692752,1.557588224,1.64007469312,1.36874301952
100,101,0.88,0.7559999999999999,0.88184,1.1211183999999998,1.0556526080000002,1.0728874470400005,0.9612497425066667
101,102,1.15,1.08,1.2512,1.586512,1.5768934400000003,1.6618895872,1.3844158378666667
102,103,0.99,0.8879999999999999,1.0323200000000001,1.3107232,1.268009984,1.31285128192,1.13365074432
103,104,0.8200000000000001,0.6839999999999999,0.7997599999999999,1.0176976,0.939821312,0.94199808256,0.8672128324266666
104,105,0.93,0.8160000000000001,0.95024,1.2073024,1.152178688,1.1819619174399998,1.03961383424
105,106,1.26,1.212,1.4016799999999998,1.7761167999999998,1.789250816,1.90185342208,1.55681683968
106,107,0.8300000000000001,0.696,0.8134399999999999,1.0349344,0.959126528,0.9638129766399999,0.8828856507733333
107,108,0.7000000000000001,0.54,0.6356,0.8108560000000001,0.7081587200000001,0.6802193536000001,0.6791390122666668
108,109,0.74,0.5880000000000001,0.6903199999999999,0.8798032000000001,0.7853795840000002,0.7674789299200001,0.7418302856533333
109,110,0.8200000000000001,0.6839999999999999,0.7997599999999999,1.0176976,0.939821312,0.94199808256,0.8672128324266666
110,111,1.2,1.14,1.3196,1.672696,1.6734195200000002,1.7709640575999999,1.4627799296000001
111,112,1.1,1.02,1.1828,1.500328,1.48036736,1.5528151167999995,1.3060517461333334
112,113,1.19,1.128,1.3059199999999995,1.6554591999999997,1.6541143040000001,1.7491491635199998,1.4471071112533334
113,114,0.88,0.7559999999999999,0.88184,1.1211183999999998,1.0556526080000002,1.0728874470400005,0.9612497425066667
114,115,1.03,0.936,1.0870399999999998,1.3796703999999995,1.3452308480000001,1.4001108582399997,1.1963420177066666
115,116,0.77,0.6239999999999999,0.7313599999999998,0.9315135999999996,0.8432952319999998,0.8329236121599997,0.7888487406933331
116,117,0.94,0.8280000000000001,0.9639200000000001,1.2245392,1.171483904,1.20377681152,1.0552866525866667
117,118,0.85,0.72,0.8407999999999999,1.069408,0.99773696,1.0074427648,0.9142312874666665
118,119,0.64,0.46799999999999997,0.55352,0.7074351999999999,0.5923274239999999,0.54932998912,0.5851021021866667
119,120,0.91,0.792,0.9228799999999999,1.1728288,1.1135682560000002,1.1383321292800002,1.0082681975466667
120,121,0.98,0.8759999999999999,1.0186399999999998,1.2934863999999997,1.248704768,1.2910363878399995,1.1179779259733331
121,122,0.85,0.72,0.8407999999999999,1.069408,0.99773696,1.0074427648,0.9142312874666665
122,123,1.17,1.104,1.2785599999999997,1.6209855999999996,1.6155038719999997,1.705519375359999,1.4157614745599998
123,124,0.6900000000000001,0.528,0.62192,0.7936192000000001,0.6888535040000001,0.65840445952,0.6634661939200001
124,125,1.04,0.948,1.1007200000000001,1.3969072,1.3645360640000002,1.42192575232,1.2120148360533334
125,126,1.09,1.008,1.1691200000000002,1.4830911999999998,1.461062144,1.5310002227200001,1.2903789277866669
126,127,1.22,1.1640000000000001,1.3469599999999995,1.7071695999999996,1.7120299519999995,1.81459384576,1.4941255662933328
127,128,0.76,0.6119999999999999,0.7176799999999999,0.9142768,0.823990016,0.81110871808,0.7731759223466667
128,129,0.97,0.8639999999999999,1.0049599999999996,1.2762495999999997,1.2293995519999998,1.2692214937599997,1.1023051076266663
129,130,1.25,1.2,1.3880000000000001,1.75888,1.7699456000000002,1.880038528,1.5411440213333334
130,131,0.81,0.6719999999999999,0.7860799999999999,1.0004608,0.920516096,0.92018318848,0.8515400140799999
131,132,0.86,0.732,0.8544799999999999,1.0866448,1.017042176,1.0292576588800002,0.9299041058133334
132,133,1.02,0.924,1.07336,1.3624336000000001,1.325925632,1.37829596416,1.18066919936
133,134,0.86,0.732,0.8544799999999999,1.0866448,1.017042176,1.0292576588800002,0.9299041058133334
134,135,0.65,0.48,0.5672,0.7246720000000001,0.6116326400000001,0.5711448832,0.6007749205333334
135,136,0.68,0.516,0.60824,0.7763824,0.6695482880000001,0.63658956544,0.6477933755733334
136,137,0.8300000000000001,0.696,0.8134399999999999,1.0349344,0.959126528,0.9638129766399999,0.8828856507733333
137,138,1.11,1.032,1.19648,1.5175648000000002,1.499672576,1.57463001088,1.3217245644800002
138,139,0.75,0.5999999999999999,0.7039999999999998,0.8970399999999998,0.8046848000000001,0.7892938239999999,0.757503104
139,140,0.64,0.46799999999999997,0.55352,0.7074351999999999,0.5923274239999999,0.54932998912,0.5851021021866667
140,141,1.16,1.092,1.2648799999999998,1.6037487999999998,1.596198656,1.6837044812799995,1.4000886562133334
141,142,0.89,0.768,0.8955200000000001,1.1383552,1.074957824,1.0947023411199996,0.9769225608533332
142,143,1.15,1.08,1.2512,1.586512,1.5768934400000003,1.6618895872,1.3844158378666667
143,144,0.87,0.7440000000000001,0.8681599999999999,1.1038816,1.036347392,1.05107255296,0.9455769241599999
144,145,1.14,1.068,1.2375200000000002,1.5692752,1.557588224,1.64007469312,1.36874301952
145,146,0.6,0.42,0.4988,0.6384879999999999,0.51510656,0.4620704128,0.5224108288000001
146,147,1.27,1.224,1.41536,1.7933536,1.8085560319999998,1.92366831616,1.5724896580266667
147,148,1.26,1.212,1.4016799999999998,1.7761167999999998,1.789250816,1.90185342208,1.55681683968
148,149,1.21,1.1520000000000001,1.3332799999999998,1.6899327999999998,1.692724736,1.79277895168,1.4784527479466665
149,150,1.1,1.02,1.1828,1.500328,1.48036736,1.5528151167999995,1.3060517461333334
150,151,0.61,0.43200000000000005,0.5124799999999999,0.6557247999999999,0.534411776,0.48388530688000003,0.5380836471466666
151,152,0.97,0.8639999999999999,1.0049599999999996,1.2762495999999997,1.2293995519999998,1.2692214937599997,1.1023051076266663
152,153,0.9,0.78,0.9092,1.155592,1.0942630400000002,1.1165172352,0.9925953792
153,154,0.84,0.708,0.8271199999999999,1.0521712,0.978431744,0.9856278707200001,0.89855846912
154,155,1.02,0.924,1.07336,1.3624336000000001,1.325925632,1.37829596416,1.18066919936
155,156,0.71,0.552,0.64928,0.8280928,0.7274639360000001,0.7020342476800001,0.6948118306133334
156,157,0.97,0.8639999999999999,1.0049599999999996,1.2762495999999997,1.2293995519999998,1.2692214937599997,1.1023051076266663
157,158,1.13,1.056,1.22384,1.5520383999999998,1.5382830080000005,1.6182597990399998,1.3530702011733335
158,159,0.63,0.456,0.53984,0.6901984,0.5730222079999999,0.5275150950399999,0.56942928384
159,160,0.92,0.804,0.8407999999999999,1.069408,0.99773696,1.0074427648,0.9398979541333334
160,161,0.85,0.72,0.8407999999999999,1.069408,0.99773696,1.0074427648,0.9142312874666665
161,162,1.1,1.02,1.1828,1.500328,1.48036736,1.5528151167999995,1.3060517461333334
162,163,0.91,0.792,0.9228799999999999,1.1728288,1.1135682560000002,1.1383321292800002,1.0082681975466667
163,164,1.15,1.08,1.2512,1.586512,1.5768934400000003,1.6618895872,1.3844158378666667
164,165,1.29,1.248,1.44272,1.8278272,1.847166464,1.96729810432,1.6038352947199999
165,166,0.88,1.104,1.2785599999999997,1.6209855999999996,1.6155038719999997,1.705519375359999,1.3674281412266664
166,167,0.88,0.972,1.12808,1.4313808000000001,1.4031464960000002,1.4655555404799998,1.2133604727466667
167,168,0.88,0.948,1.1007200000000001,1.3969072,1.3645360640000002,1.42192575232,1.1853481693866668
168,169,0.88,1.212,1.4016799999999998,1.7761167999999998,1.789250816,1.90185342208,1.4934835063466665
169,170,0.88,0.7559999999999999,0.88184,1.1211183999999998,1.0556526080000002,1.0728874470400005,0.9612497425066667
170,171,0.88,0.6599999999999999,0.7723999999999999,0.983224,0.90121088,0.8983682943999999,0.8492005290666667
171,172,0.88,0.948,1.1007200000000001,1.3969072,1.3645360640000002,1.42192575232,1.1853481693866668
172,173,0.88,0.9840000000000001,1.14176,1.4486176000000002,1.4224517120000002,1.4873704345600005,1.227366624426667
173,174,0.88,0.552,0.64928,0.8280928,0.7274639360000001,0.7020342476800001,0.7231451639466667
174,175,0.88,0.4920000000000001,0.5808800000000001,0.7419088000000001,0.6309378560000003,0.5929597772800003,0.6531144055466668
175,176,0.88,0.48,0.5672,0.7246720000000001,0.6116326400000001,0.5711448832,0.6391082538666667
176,177,0.88,0.48,0.5672,0.7246720000000001,0.6116326400000001,0.5711448832,0.6391082538666667
177,178,0.88,0.708,0.8271199999999999,1.0521712,0.978431744,0.9856278707200001,0.9052251357866666
178,179,0.88,0.552,0.64928,0.8280928,0.7274639360000001,0.7020342476800001,0.7231451639466667
179,180,0.88,0.444,0.5261600000000001,0.6729615999999999,0.553716992,0.50570020096,0.5970897988266667
180,181,0.88,1.1520000000000001,1.3332799999999998,1.6899327999999998,1.692724736,1.79277895168,1.4234527479466665
181,182,0.88,0.8519999999999999,0.9912799999999998,1.2590127999999998,1.210094336,1.24740659968,1.0732989559466664
182,183,0.88,0.912,1.0596799999999995,1.3451967999999996,1.3066204159999997,1.3564810700799996,1.1433297143466665
183,184,0.88,0.48,0.5672,0.7246720000000001,0.6116326400000001,0.5711448832,0.6391082538666667
184,185,0.88,0.7440000000000001,0.8681599999999999,1.1038816,1.036347392,1.05107255296,0.9472435908266666
185,186,0.88,0.5999999999999999,0.7039999999999998,0.8970399999999998,0.8046848000000001,0.7892938239999999,0.7791697706666666
186,187,0.88,0.924,1.07336,1.3624336000000001,1.325925632,1.37829596416,1.1573358660266668
187,188,0.88,1.1520000000000001,1.3332799999999998,1.6899327999999998,1.692724736,1.79277895168,1.4234527479466665
188,189,0.88,0.6239999999999999,0.7313599999999998,0.9315135999999996,0.8432952319999998,0.8329236121599997,0.8071820740266666
189,190,0.88,1.14,1.3196,1.672696,1.6734195200000002,1.7709640575999999,1.409446596266667
190,191,0.88,0.5880000000000001,0.6903199999999999,0.8798032000000001,0.7853795840000002,0.7674789299200001,0.7651636189866666
191,192,0.88,0.7559999999999999,0.88184,1.1211183999999998,1.0556526080000002,1.0728874470400005,0.9612497425066667
192,193,1.1,1.02,1.1828,1.500328,1.48036736,1.5528151167999995,1.3060517461333334
193,194,0.97,0.8639999999999999,1.0049599999999996,1.2762495999999997,1.2293995519999998,1.2692214937599997,1.1023051076266663
194,195,0.97,0.8639999999999999,1.0049599999999996,1.2762495999999997,1.2293995519999998,1.2692214937599997,1.1023051076266663
195,196,0.68,0.516,0.60824,0.7763824,0.6695482880000001,0.63658956544,0.6477933755733334
196,197,0.76,0.6119999999999999,0.7176799999999999,0.9142768,0.823990016,0.81110871808,0.7731759223466667
197,198,0.71,0.552,0.64928,0.8280928,0.7274639360000001,0.7020342476800001,0.6948118306133334
198,199,1.17,1.104,1.2785599999999997,1.6209855999999996,1.6155038719999997,1.705519375359999,1.4157614745599998
199,200,0.76,0.6119999999999999,0.7176799999999999,0.9142768,0.823990016,0.81110871808,0.7731759223466667
200,201,0.94,0.8280000000000001,0.9639200000000001,1.2245392,1.171483904,1.20377681152,1.0552866525866667
201,202,1.16,1.092,1.2648799999999998,1.6037487999999998,1.596198656,1.6837044812799995,1.4000886562133334
202,203,1.11,1.032,1.19648,1.5175648000000002,1.499672576,1.57463001088,1.3217245644800002
203,204,1.03,0.936,1.0870399999999998,1.3796703999999995,1.3452308480000001,1.4001108582399997,1.1963420177066666
204,205,0.93,0.8160000000000001,0.95024,1.2073024,1.152178688,1.1819619174399998,1.03961383424
205,206,0.8,0.6599999999999999,0.7723999999999999,0.983224,0.90121088,0.8983682943999999,0.8358671957333333
206,207,1.29,1.248,1.44272,1.8278272,1.847166464,1.96729810432,1.6038352947199999
207,208,0.89,0.768,0.8955200000000001,1.1383552,1.074957824,1.0947023411199996,0.9769225608533332
208,209,0.97,0.8639999999999999,1.0049599999999996,1.2762495999999997,1.596198656,1.2692214937599997,1.1634382916266666
209,210,0.8,0.6599999999999999,0.7723999999999999,0.983224,1.596198656,0.8983682943999999,0.9516984917333332
210,211,1.01,0.912,1.0596799999999995,1.3451967999999996,1.596198656,1.3564810700799996,1.2132594210133332
211,212,0.74,0.5880000000000001,0.6903199999999999,0.8798032000000001,1.596198656,0.7674789299200001,0.8769667976533334
212,213,1.23,1.176,1.3606399999999998,1.7244064,1.596198656,1.8364087398400002,1.48727563264
213,214,1.29,1.248,1.44272,1.8278272,1.596198656,1.96729810432,1.56200732672
214,215,0.81,0.6719999999999999,0.7860799999999999,1.0004608,1.596198656,0.92018318848,0.96415377408
215,216,1.22,1.1640000000000001,1.3469599999999995,1.7071695999999996,1.596198656,1.81459384576,1.4748203502933332
216,217,0.77,0.6239999999999999,0.7313599999999998,0.9315135999999996,1.596198656,0.8329236121599997,0.9143326446933333
217,218,1.2,1.14,1.3196,1.672696,1.596198656,1.7709640575999999,1.4499097856
218,219,1.26,1.212,1.4016799999999998,1.7761167999999998,1.596198656,1.90185342208,1.5246414796799999
219,220,1.22,1.1640000000000001,1.3469599999999995,1.7071695999999996,1.596198656,1.81459384576,1.4748203502933332
220,221,1.2,1.14,1.3196,1.672696,1.596198656,1.7709640575999999,1.4499097856
221,222,0.6900000000000001,0.528,0.62192,0.7936192000000001,1.596198656,0.65840445952,0.81469038592
222,223,1.24,1.188,1.3743199999999998,1.7416431999999995,1.596198656,1.85822363392,1.4997309149866667
223,224,0.91,0.792,0.9228799999999999,1.1728288,1.596198656,1.1383321292800002,1.0887065975466668
224,225,1.19,1.128,1.3059199999999995,1.6554591999999997,1.596198656,1.7491491635199998,1.4374545032533332
225,226,0.88,0.7559999999999999,0.88184,1.1211183999999998,1.596198656,1.0728874470400005,1.0513407505066665
226,227,1.16,1.092,1.2648799999999998,1.6037487999999998,1.596198656,1.6837044812799995,1.4000886562133334
227,228,1.17,1.104,1.2785599999999997,1.6209855999999996,1.596198656,1.705519375359999,1.4125439385599998
228,229,0.6900000000000001,0.528,0.62192,0.7936192000000001,1.596198656,0.65840445952,0.81469038592
229,230,0.8300000000000001,0.696,0.8134399999999999,1.0349344,1.596198656,0.9638129766399999,0.9890643387733333
230,231,0.91,0.792,0.9228799999999999,1.1728288,1.596198656,1.1383321292800002,1.0887065975466668
231,232,0.8300000000000001,0.696,0.8134399999999999,1.0349344,1.596198656,0.9638129766399999,0.9890643387733333
232,233,0.93,0.8160000000000001,0.95024,1.2073024,1.596198656,1.1819619174399998,1.11361716224
233,234,0.7000000000000001,0.54,0.6356,0.8108560000000001,1.596198656,0.6802193536000001,0.8271456682666668
234,235,0.84,0.708,0.8271199999999999,1.0521712,1.596198656,0.9856278707200001,1.0015196211200001
235,236,0.85,0.72,0.8407999999999999,1.069408,1.596198656,1.0074427648,1.0139749034666667
236,237,1.28,1.236,1.42904,1.8105904,1.596198656,1.9454832102400001,1.5495520443733335
237,238,0.89,0.768,0.8955200000000001,1.1383552,1.596198656,1.0947023411199996,1.0637960328533331
238,239,0.88,0.7559999999999999,0.88184,1.1211183999999998,1.596198656,1.0728874470400005,1.0513407505066665
239,240,0.74,0.5880000000000001,0.6903199999999999,0.8798032000000001,1.596198656,0.7674789299200001,0.8769667976533334
240,241,0.8200000000000001,0.6839999999999999,0.7997599999999999,1.0176976,1.596198656,0.94199808256,0.9766090564266666
241,242,1.11,1.032,1.19648,1.5175648000000002,1.596198656,1.57463001088,1.3378122444800002
242,243,0.8300000000000001,0.696,0.8134399999999999,1.0349344,1.596198656,0.9638129766399999,0.9890643387733333
243,244,1.14,1.068,1.2375200000000002,1.5692752,1.596198656,1.64007469312,1.3751780915200003
244,245,1.2,1.14,1.3196,1.672696,1.596198656,1.7709640575999999,1.4499097856
245,246,1.28,1.236,1.42904,1.8105904,1.596198656,1.9454832102400001,1.5495520443733335
246,247,0.86,0.732,0.8544799999999999,1.0866448,1.596198656,1.0292576588800002,1.0264301858133333
247,248,0.63,0.456,0.53984,0.6901984,1.596198656,0.5275150950399999,0.7399586918400001
248,249,0.91,0.792,0.9228799999999999,1.1728288,1.596198656,1.1383321292800002,1.0887065975466668
249,250,1.21,1.1520000000000001,1.3332799999999998,1.6899327999999998,1.596198656,1.79277895168,1.4623650679466664
250,251,0.74,0.5880000000000001,0.6903199999999999,0.8798032000000001,1.596198656,0.7674789299200001,0.8769667976533334
251,252,1.15,1.08,1.2512,1.586512,1.596198656,1.6618895872,1.3876333738666666
252,253,0.95,0.8400000000000001,0.9776,1.241776,1.596198656,1.2255917056000003,1.1385277269333334
253,254,0.92,0.804,0.9365600000000001,1.1900656,1.596198656,1.1601470233600002,1.1011618798933334
254,255,1.13,1.056,1.22384,1.5520383999999998,1.596198656,1.6182597990399998,1.3627228091733334
255,256,1.26,1.212,1.4016799999999998,1.7761167999999998,1.596198656,1.90185342208,1.5246414796799999
256,257,0.84,0.708,0.8271199999999999,1.0521712,1.596198656,0.9856278707200001,1.0015196211200001
257,258,1.08,0.996,1.15544,1.4658544,1.596198656,1.5091853286399999,1.3004463974400002
258,259,0.93,0.8160000000000001,0.95024,1.2073024,1.596198656,1.1819619174399998,1.11361716224
