Stock Index,Stock Price
AC3420,395.3963496141427
AC3421,394.3993499104174
AC3422,565.579896720545
AC3423,250.5003091852158
AC3424,618.4116650685752
AC3425,403.58370444116133
AC3426,298.2168704354614
AC3427,409.9546706810899
AC3428,542.1161129498743
AC3429,537.6948629025047
AC3430,450.743851159356
AC3431,475.5093978566887
AC3432,503.964287008968
AC3433,417.2883300329777
AC3434,561.2357220100496
AC3435,614.361235276375
AC3436,438.6601340591792
AC3437,435.04120815141977
AC3438,660.2000233036372
AC3439,313.89610767153476
AC3440,684.4311736348134
AC3441,478.4762377101161
AC3442,266.4698712635821
AC3443,530.8048398861381
AC3444,357.09297979053116
AC3445,393.2339365293625
AC3446,529.485492030339
AC3447,595.122148585244
AC3448,348.7476931378505
AC3449,607.9414207517988
AC3450,384.8713914595294
AC3451,572.7709361019346
AC3452,523.7074696937166
AC3453,497.5130198688028
AC3454,339.3990585179242
AC3455,516.7414407065774
AC3456,339.8580486960217
AC3457,513.6261906429008
AC3458,517.2531446319156
AC3459,652.2051463094695
AC3460,473.23623106741803
AC3461,489.1147672551705
AC3462,475.1752677330393
AC3463,625.1204087472145
AC3464,410.5459970706114
AC3465,546.0315761568895
AC3466,353.1354145975097
AC3467,317.05281401641935
AC3468,605.2668314661503
AC3469,425.6333843025365
AC3470,423.1849719176728
AC3471,523.2817581470423
AC3472,325.4189691394042
AC3473,443.8664693667297
AC3474,445.8517536394736
AC3475,340.2361892286782
AC3476,479.1035364906786
AC3477,526.9360848052634
AC3478,414.46532285064177
AC3479,345.6564611485991
AC3480,391.929756348215
AC3481,605.5912733542986
AC3482,462.38105417639883
AC3483,600.9385145821893
AC3484,568.8940627750773
AC3485,541.8200350483386
AC3486,330.93634185805786
AC3487,389.5428441481939
AC3488,700.18459671325
AC3489,567.9254741539667
AC3490,606.337819549926
AC3491,463.9954024707725
AC3492,607.0799364713349
AC3493,262.2962362879785
AC3494,560.1627772882892
AC3495,336.7919534995294
AC3496,606.9782183030813
AC3497,430.11485726369204
AC3498,293.52140072181703
AC3499,450.5656544284122
AC3500,379.54591668980277
AC3501,365.6231687520486
AC3502,417.028820304128
AC3503,402.36060975390535
AC3504,587.6877448714365
AC3505,608.9350729643362
AC3506,451.57324184424465
AC3507,560.5820680597681
AC3508,569.941508046291
AC3509,411.05406697301805
AC3510,622.3624724225253
AC3511,621.0632342964518
AC3512,573.8606657921443
AC3513,474.169063433121
AC3514,297.01278837592685
AC3515,609.2102938361603
AC3516,484.7226151918435
AC3517,480.3050852317099
AC3518,500.75531830193745
AC3519,612.2721942398383
AC3520,746.1864971056752
AC3521,547.2154849122139
AC3522,617.5029301391216
AC3523,558.0542161621725
AC3524,590.3959774632801
AC3525,538.89127269178
AC3526,462.89683010648514
AC3527,283.8650047421327
AC3528,242.9558253313209
AC3529,591.1813929699435
AC3530,494.7387557586412
AC3531,519.7443402839116
AC3532,575.0011644738034
AC3533,513.5782832791989
AC3534,536.2221836547563
AC3535,569.2572571962888
AC3536,369.09940395396063
AC3537,451.0239764492958
AC3538,537.7256008129411
AC3539,601.525508704827
AC3540,448.12546674228946
AC3541,462.3562215311885
AC3542,398.8716238122561
AC3543,620.155841796827
AC3544,474.2029963953627
AC3545,483.78111422495215
AC3546,490.44941372120655
AC3547,490.6837649970317
AC3548,320.0055098302587
AC3549,667.8860724113897
AC3550,584.7688760366749
AC3551,526.8441960692344
AC3552,447.5874990105021
AC3553,607.6425445873917
AC3554,376.73554742027864
AC3555,356.09288162354653
AC3556,596.6753007267515
AC3557,495.9504597405602
AC3558,631.0230142647615
AC3559,502.07168880332216
AC3560,393.8677359296286
AC3561,381.63893362486505
AC3562,540.8761530249632
AC3563,605.7819755356331
AC3564,667.304697071102
AC3565,529.536707095509
AC3566,421.6567564120002
AC3567,414.68369310385066
AC3568,396.5368926630192
AC3569,408.0056089281115
AC3570,557.0494825704303
AC3571,500.8961764838456
AC3572,489.73974186371686
AC3573,646.2289289465938
AC3574,521.5243759483612
AC3575,356.15450961470367
AC3576,474.95999828912113
AC3577,682.9324543168716
AC3578,319.37431659413903
AC3579,660.8949366560731
AC3580,366.8393661604981
AC3581,374.37958770770786
AC3582,375.61664584102004
AC3583,532.5359830819191
AC3584,391.4770994493526
AC3585,394.03182463647727
AC3586,421.7371508338962
AC3587,317.42420224305664
AC3588,453.82349754058004
AC3589,330.5776556914712
AC3590,415.4946261888921
AC3591,431.3564738677085
AC3592,378.46842034949043
AC3593,276.57988467630383
AC3594,351.4605807795003
AC3595,466.6155845892141
AC3596,556.940338607171
AC3597,296.940744563723
AC3598,416.40125067108363
AC3599,612.8437665058119
AC3600,635.1237647783993
AC3601,561.3309219312578
AC3602,518.9764448319049
AC3603,730.0912630397947
AC3604,403.79713590195615
AC3605,549.5847655550771
AC3606,631.1174281838886
AC3607,252.63077189290146
AC3608,588.9656063467544
AC3609,479.729911202024
AC3610,324.6961237440852
AC3611,548.8387581328044
AC3612,294.2290245261422
AC3613,658.9084145746161
AC3614,500.4488795150445
AC3615,450.9653239111718
AC3616,410.0352277352404
AC3617,622.8600799364057
AC3618,341.82386719369265
AC3619,458.7908680043272
AC3620,334.0059433810627
AC3621,559.4393933914882
AC3622,363.3657717412231
AC3623,459.1730256503573
AC3624,550.602155340383
AC3625,383.76879996228223
AC3626,384.46656440698337
AC3627,515.5580068728676
AC3628,279.6088508036825
AC3629,264.18544033795916
AC3630,512.7229012443897
AC3631,268.73145110434126
AC3632,335.915791782055
AC3633,391.5259982001994
AC3634,656.2343566649115
AC3635,477.7364025648568
AC3636,632.5672753232328
AC3637,431.6209984957754
AC3638,603.6409404336508
AC3639,312.3043492657247
AC3640,568.8035899180164
AC3641,478.5267796043999
AC3642,391.4983546840578
AC3643,500.16231307978177
AC3644,525.6184713755599
AC3645,643.4961393545132
AC3646,503.9860088930749
AC3647,411.94744984689567
AC3648,386.68591704762684
AC3649,421.3627451431057
AC3650,519.4066113512963
AC3651,651.7556583376447
AC3652,423.8390547544778
AC3653,490.9442248411748
AC3654,691.6883319307819
AC3655,422.7034959041352
AC3656,477.0040245564473
AC3657,608.2863901794877
AC3658,580.0062993671538
AC3659,483.9182514603987
AC3660,332.14023678103143
AC3661,296.44539471491044
AC3662,446.13131850021017
AC3663,525.1673796537714
AC3664,433.0902974513616
AC3665,570.2400736555429
AC3666,428.6861165449297
AC3667,503.80835898333305
AC3668,577.7083881833498
AC3669,627.157887486559
AC3670,480.875411920844
AC3671,335.9445295683059
AC3672,420.66246813183943
AC3673,578.9987202087316
AC3674,605.3576169446743
AC3675,509.1584689802055
AC3676,671.8855216157482
AC3677,592.149214460981
AC3678,681.1940688236346
AC3679,436.89397072577475
AC3680,526.4918877068625
AC3681,521.6120121965964
AC3682,383.31666021667667
AC3683,516.4640540720433
AC3684,453.9674241472917
AC3685,394.7638735958828
AC3686,374.26487644745464
AC3687,566.3559947267156
AC3688,333.28795442350014
AC3689,545.1817653129942
AC3690,527.0992901428995
AC3691,467.47660449783024
AC3692,453.3553699996047
AC3693,269.5596918501485
AC3694,449.42719769383405
AC3695,397.7736584580407
AC3696,444.5772311361623
AC3697,404.42635977590874
AC3698,419.3236315700826
AC3699,355.5662669568211
AC3700,619.8144374180151
AC3701,405.92831569679595
AC3702,448.585770094023
AC3703,346.9712096256408
AC3704,387.6380856007231
AC3705,516.6879691624839
AC3706,521.553561836013
AC3707,629.4148533183691
AC3708,630.8379100753723
AC3709,494.4825289556827
AC3710,420.76875756104386
AC3711,559.7326710069548
AC3712,402.9197656725787
AC3713,580.4199884353716
AC3714,614.5282904268685
AC3715,653.5759335472235
AC3716,392.65187658050775
AC3717,539.2162904546142
AC3718,637.7520161254048
AC3719,606.2850540167015
AC3720,452.1449464436028
AC3721,469.6282873506976
AC3722,705.0040941280196
AC3723,478.49370685073524
AC3724,347.9647039747746
AC3725,569.8953962547613
AC3726,342.0883618146801
AC3727,528.2098831935087
AC3728,395.7967295569343
AC3729,454.83937026540644
AC3730,493.6159479827756
AC3731,568.2102031329749
AC3732,475.89646891745844
AC3733,375.847219368696
AC3734,513.3715703472809
AC3735,417.62567355887245
AC3736,544.4839619383824
AC3737,511.488322458346
AC3738,447.8682855323733
AC3739,277.5871223614203
AC3740,449.887466138735
AC3741,532.4235211015801
AC3742,545.6585202718264
AC3743,541.7643936989778
AC3744,286.47989976018454
AC3745,396.08598529337513
AC3746,412.96577983503386
AC3747,437.95415232245676
AC3748,400.52720332389265
AC3749,471.25639828420344
AC3750,682.8170924357937
AC3751,285.6939010217732
AC3752,341.2455245952283
AC3753,484.99001495692875
AC3754,524.0781056027777
AC3755,280.3132538131092
AC3756,426.3437373607182
AC3757,478.3122765552666
AC3758,482.4833010234295
AC3759,512.0987607130196
AC3760,405.57630423955095
AC3761,451.8327332006676
AC3762,465.67496309263527
AC3763,620.985738205911
AC3764,457.3023672938729
AC3765,480.92912660811635
AC3766,433.59381619570263
AC3767,306.06886323023156
AC3768,656.8193081297889
AC3769,606.7109083172925
AC3770,346.5460092419811
AC3771,528.6907637312288
AC3772,449.1759710235053
AC3773,299.3929767010329
AC3774,376.9653985862939
AC3775,269.43614242005873
AC3776,474.501141347719
AC3777,369.15886773385745
AC3778,581.8304858132053
AC3779,735.4272883958512
AC3780,289.58147489601697
AC3781,522.4599150853596
AC3782,307.5661465176362
AC3783,499.83657452000904
AC3784,402.2819503833461
AC3785,403.91562462508074
AC3786,439.63870493026013
AC3787,351.1158965483345
AC3788,548.8788059848749
AC3789,742.7211444508189
AC3790,576.5658052531138
AC3791,340.45153518942914
AC3792,579.1474251806507
AC3793,473.0172189829937
AC3794,627.6807741437161
AC3795,455.45918869190956
AC3796,451.6033270956155
AC3797,291.1524783197189
AC3798,506.2771757059574
AC3799,633.5190689122056
AC3800,313.4132675426695
AC3801,378.69745533147
AC3802,387.2596258504853
AC3803,298.11786096429773
AC3804,270.51508138211
AC3805,283.33653178243696
AC3806,528.9813612247806
AC3807,359.97708228151885
AC3808,660.0535745943612
AC3809,455.7869781960596
AC3810,463.2628876464631
AC3811,397.11713886857206
AC3812,507.3249007772674
AC3813,619.8574592244129
AC3814,555.5927146240085
AC3815,366.58055206002746
AC3816,572.8149750318244
AC3817,462.0114779709927
AC3818,719.1561613817091
AC3819,383.76114097521156
AC3820,339.37481891664805
AC3821,357.74214190778247
AC3822,455.212005760435
AC3823,438.57647977110264
AC3824,461.19004227672235
AC3825,416.1256114870018
AC3826,474.07654590775644
AC3827,512.2640703478413
AD1,372.4821083058843
AD2,461.08894225187163
AD3,321.44009912704024
AD4,498.1556451073923
AD5,339.24831634132477
AD6,316.29898910673364
AD7,411.4780952943388
AD8,535.2053836265346
AD9,518.7668096967905
AD10,411.41806469033907
AD11,361.04324987760924
AD12,310.0241760045323
AD13,527.0082715111761
AD14,543.6766123724367
AD15,589.0149295340178
AD16,544.0660936221946
AD17,542.2157224048029
AD18,500.4944389209922
AD19,657.0594421809229
AD20,452.5188030907933
AD21,537.1808947567459
AD22,565.3370038505609
AD23,665.6057839801028
AD24,379.81254165644344
AD25,553.6989642222943
AD26,473.35781212409825
AD27,428.0064023293271
AD28,431.59116378251383
AD29,515.7941178347887
AD30,644.6242008892398
AD31,465.52893439124693
AD32,408.5958965349456
AD33,456.93383095518647
AD34,450.647183751471
AD35,516.221840691763
AD36,362.21236812327584
AD37,316.2440860985722
AD38,700.3994005015496
AD39,590.3070054550909
AD40,450.7964965609926
AD41,239.77643491234912
AD42,369.36852627620755
AD43,440.00237881095836
AD44,579.2361992922071
AD45,632.8440910354652
AD46,466.14960230466784
AD47,418.4148252115039
AD48,431.054342844474
AD49,441.2140246954645
AD50,482.01725882411716
AD51,266.35214451460473
AD52,340.2881592360227
AD53,464.7905766039067
AD54,305.43997319755647
AD55,504.28179791146897
AD56,603.1992038655244
AD57,553.4588256218093
AD58,564.105486237032
AD59,502.7857724641625
AD60,524.6809719381054
AD61,598.2039777233828
AD62,686.8378155794201
AD63,542.6610990539494
AD64,585.2222935934875
AD65,379.6690904057533
AD66,471.31095343609945
AD67,331.3352272711427
AD68,622.9963736738692
AD69,457.9965711227203
AD70,251.89333893482652
AD71,440.36376481508063
AD72,533.6458610288989
AD73,483.7315686291834
AD74,377.32473402331993
AD75,567.8653651430582
AD76,710.3988246800076
AD77,405.4401921383846
AD78,463.3094605947903
AD79,668.5106553023221
AD80,558.8345849544673
AD81,591.9960538629919
AD82,506.95468194124237
AD83,326.9795831014777
AD84,496.77861446249574
AD85,585.4020601324788
AD86,463.73252091249003
AD87,486.031900940319
AD88,491.07140451174075
AD89,301.33409128957123
AD90,569.4371204360259
AD91,682.8282148719665
AD92,408.7464801312068
AD93,491.53414802068517
AD94,460.7525982137976
AD95,414.53797677371847
AD96,520.7164869226647
AD97,394.20497169043455
AD98,619.234015095627
AD99,281.6413159594114
AD100,568.0692021379735
AD101,398.65568847642476
AD102,413.7107864184412
AD103,383.57990963705845
AD104,395.1845528741841
AD105,585.1733241807615
AD106,603.3546029821339
AD107,651.9261335104718
AD108,634.8275010947837
AD109,364.2528877750317
AD110,507.4355721205038
AD111,467.43777132035336
AD112,585.8119928049599
AD113,464.46115200712893
AD114,418.7917819677829
AD115,430.7013916247818
AD116,493.362781942295
AD117,567.5083310787041
AD118,357.5092477354675
AD119,439.99530041013
AD120,266.4151564213696
AD121,290.2206603354239
AD122,508.06595589817255
AD123,293.0490506081684
AD124,500.14479701170745
AD125,516.6990444724323
AD126,442.5221298619473
AD127,604.2341922531606
AD128,470.3528327546117
AD129,519.6798091595135
AD130,418.23354814250195
AD131,567.978320339038
AD132,472.9138942938596
AD133,536.7530274020822
AD134,477.92180009151576
AD135,675.365430547781
AD136,565.87248371421
AD137,482.165548882976
AD138,551.0956963821798
AD139,641.3143211441571
AD140,431.46820393138734
AD141,370.5642037835755
AD142,524.1714971218605
AD143,344.7121356124279
AD144,435.7188460494495
AD145,434.5891508572123
AD146,625.5757567757697
AD147,574.3296242854658
AD148,549.1352412713702
AD149,694.4545707794555
AD150,543.2517659158918
AD151,394.83797842360855
AD152,608.7970329108105
AD153,441.9144456230202
AD154,419.38630504040975
AD155,474.02261505713636
AD156,442.9401928601446
AD157,602.1046038023046
AD158,453.46224171147344
AD159,556.5861641192685
AD160,636.6191454527585
AD161,503.80299500395495
AD162,318.58453894112273
AD163,482.63294678581553
AD164,578.1367324860198
AD165,495.13899476258143
AD166,436.58566657639307
AD167,429.3246838070309
AD168,450.84425937279246
AD169,550.3878814959496
AD170,319.71373212077106
AD171,524.285538032299
AD172,361.35299170181383
AD173,503.8283512549772
AD174,529.6615521921806
AD175,424.1407201018823
AD176,453.56694147381046
AD177,459.24291099567176
AD178,647.3703193604622
AD179,552.129405474512
AD180,356.94541916680697
AD181,669.088098887812
AD182,427.24145408084473
AD183,313.18264299671046
AD184,666.3661986263071
AD185,463.5794879178206
AD186,640.7377855890952
AD187,493.01687562416
AD188,298.3590260554315
AD189,616.0146263987868
AD190,428.3646822640613
AD191,311.0266456331676
AD192,504.5687762936797
AD193,273.697389427375
AD194,397.41146400842337
AD195,481.0331461015155
AD196,573.1392823620074
AD197,624.3973724414428
AD198,399.12507323638624
AD199,331.10540831536105
AD200,512.9997403774182
AD201,641.8055859240352
AD202,357.144335556035
AD203,501.68237600730066
AD204,637.2081638747616
AD205,452.47847167459906
AD206,431.6752274352317
AD207,573.1529311181615
AD208,546.2578245823042
AD209,490.40501194424075
AD210,746.082865638218
AD211,469.7134481248377
AD212,642.5825117372061
AD213,667.3769093238952
AD214,457.1656809794345
AD215,519.4463434144542
AD216,291.99872072674964
AD217,710.4911756412262
AD218,560.0739210613201
AD219,440.2458597838839
AD220,458.36873164326624
AD221,475.13834340525835
AD222,672.523836838748
AD223,335.2644609959912
AD224,554.2551730963171
AD225,481.37743915663236
AD226,650.2421393296328
AD227,472.86314444559696
AD228,392.2265102166633
AD229,479.0647425235639
AD230,464.88909098858
AD231,456.3614036454032
AD232,577.9008650892093
AD233,484.27486907559677
AD234,503.11342392072606
AD235,461.75306000785
AD236,470.2163381701184
AD237,441.221051310583
AD238,539.2538580649828
AD239,565.0481662405756
AD240,700.9671912462156
AD241,520.5168675784658
AD242,332.5450876999737
AD243,576.906419910431
AD244,524.5264485210334
AD245,336.77703419789714
AD246,538.1421054100074
AD247,638.9189183477447
AD248,527.6455309170551
AD249,408.9908422789486
AD250,574.7072509051503
AD251,519.1787247353252
AD252,691.6242568799466
AD253,357.0750710339993
AD254,360.18519985947836
AD255,527.691049696118
AD256,339.6670784488364
AD257,629.93828116612
AD258,481.0987701905796
AD259,355.55491086120793
AD260,532.351113442109
AD261,297.932142541103
AD262,286.0841266344844
AD263,527.6930186674198
AD264,406.8824632979817
AD265,533.194928473382
AD266,399.5212752526183
AD267,341.233266776795
AD268,611.5757670040111
AD269,584.2740807884044
AD270,728.6767157472024
AD271,437.58994351556004
AD272,480.59268279612627
AD273,300.61731422450515
AD274,378.8015119736132
AD275,553.3780121782547
AD276,286.4339837179099
AD277,288.24807269069106
AD278,542.9267392612727
AD279,409.90882642827546
AD280,562.9598075518937
AD281,441.15944545431125
AD282,619.8304324953548
AD283,314.1510076197406
AD284,281.6835326856328
AD285,460.92993834823545
AD286,219.12441644647708
AD287,507.5922354192747
AD288,406.65993878121105
AD289,301.22948775102736
AD290,636.3452894291474
AD291,306.62592128117865
AD292,585.8124950279678
AD293,553.5114075370745
AD294,547.0646384254505
AD295,415.5394288010144
AD296,506.86700086351937
AD297,256.2174412680663
AD298,565.627406104204
AD299,560.929891755778
AD300,387.6485345010328
AD301,322.0289846723564
AD302,470.15470636690577
AD303,473.482691212188
AD304,583.2565340361411
AD305,493.3312269322868
AD306,470.4128728071769
AD307,438.65264935784194
AD308,415.2952418585841
AD309,372.6622493421784
AD310,491.83170005854487
AD311,526.6722671558774
AD312,638.5525842389779
AD313,659.8579993220657
AD314,329.7462712961369
AD315,534.5867856373071
AD316,483.7924997978008
AD317,615.1406418744548
AD318,467.9089532143838
AD319,462.95226461628516
AD320,459.29007033732057
AD321,623.6270332103873
AD322,399.63884165558073
AD323,328.38964173595684
AD324,535.4928427452813
AD325,676.0771015632267
AD326,451.18279263263565
AD327,618.0749788026523
AD328,405.3858168378873
AD329,626.0625913097607
AD330,567.2963513002625
AD331,445.6022630955392
AD332,492.37243610035875
AD333,471.9827584177895
AD334,409.4645337151331
AD335,384.6672146837467
AD336,303.1598898572365
AD337,509.2290136599005
AD338,461.85005801584447
AD339,592.6196489835172
AD340,479.4987252481937
AD341,473.8596502432422
AD342,438.71372054026494
AD343,382.9064118837194
AD344,678.7182242965775
AD345,318.89488455419735
AD346,489.42646049223606
AD347,630.0675774443334
AD348,386.5228949345325
AD349,582.9010426368194
AD350,538.6918848531806
AD351,502.61915063039055
AD352,463.476123910898
AD353,402.1394550137536
AD354,450.37321757886747
AD355,670.3420694597659
AD356,450.96825529682167
AD357,255.30643905874055
AD358,470.4806557160541
AD359,279.2635581905341
AD360,582.7954436661619
AD361,363.68105677559697
AD362,398.0165147545051
AD363,584.4272233272544
AD364,532.2422813371029
AD365,372.3765243185977
AD366,311.9433466629546
AD367,385.64282451692884
AD368,365.6419668113545
AD369,421.6096469674818
AD370,508.2773551213065
AD371,277.56984005591835
AD372,673.8269394955121
AD373,650.1346571933502
AD374,366.46625006971055
AD375,577.0117227141731
AD376,547.1536936743453
AD377,713.5863596613125
AD378,446.52773487730576
AD379,662.2002437215887
AD380,304.1055488801586
AD381,337.48815124139
AD382,359.5696791575088
AD383,357.4078758563335
AD384,425.2362615971358
AD385,408.4306877442223
AD386,553.5471016800973
AD387,380.3164569628838
AD388,598.1709582639088
AD389,545.6935542022525
AD390,503.9797883278969
AD391,553.1400342790291
AD392,577.7122711363211
AD393,669.9021828543106
AD394,299.63723523996
AD395,376.5522809394838
AD396,377.44409232429257
AD397,604.7912025236787
AD398,431.0921302094133
AD399,654.9935753483106
AD400,319.94544098791255
AD401,607.2129624546883
AD402,344.51203735215284
AD403,573.2692835054889
AD404,657.3439034670834
AD405,388.93822970254337
AD406,362.93153108759276
AD407,507.25311504154695
AD408,386.48423502865353
AD409,252.83810420366203
AD410,372.398603973943
AD411,626.9812422845855
AD412,448.7960671178337
AD413,340.9929459816415
AD414,439.81504594052666
AD415,528.8177154859452
AD416,383.7290800003007
AD417,468.10395503820524
AD418,449.19006686594656
AD419,451.03240504311043
AD420,321.0205451715744
AD421,528.4785634533388
AD422,303.909887222694
AD423,561.7590878464899
AD424,454.2488518391707
AD425,494.6820100146366
AD426,469.6948753312278
AD427,451.8393818361799
AD428,627.1833312038445
AD429,403.46384630304357
AD430,454.4528440734385
AD431,460.65971619948
AD432,411.6462124388411
AD433,645.3907088911822
AD434,479.356224308501
AD435,492.091695168091
AD436,296.43448785989125
AD437,364.26389323968647
AD438,460.0878208223288
AD439,299.06019384997353
AD440,233.5586143421905
AD441,445.9172964788704
AD442,429.04541795449586
AD443,447.71613820748826
AD444,393.3889169397773
AD445,615.3844295625964
AD446,404.03615449384944
AD447,617.3597763399627
AD448,387.24862095526134
AD449,550.4504824534077
AD450,591.0828689320642
AD451,649.3756724000248
AD452,524.6634248744695
AD453,466.72429131049086
AD454,475.6554267245666
AD455,530.1900985780778
AD456,381.8697959464408
AD457,347.51530468789235
AD458,322.1807602936889
AD459,386.2235546354111
AD460,643.071800644795
AD461,647.4692974998948
AD462,513.3759504507809
AD463,649.4659897213419
AD464,507.3893276095314
AD465,317.1603739583204
AD466,630.7437703936109
AD467,656.8495359859696
AD468,339.51602863709496
AD469,445.88208817943894
AD470,660.6120043321241
AD471,465.27258711240637
AD472,526.8505832943665
AD473,361.68661047057986
AD474,551.3021074501632
AD475,598.1056463236353
AD476,657.0800515222313
AD477,552.7080078615603
AD478,347.08290748704667
AD479,462.2496647680079
AD480,401.3903559987423
AD481,508.9263553016163
AD482,358.53307037521256
AD483,499.42804684796823
AD484,638.4720360597996
AD485,687.9551930538353
AD486,287.8187966384239
AD487,416.7053810409065
AD488,508.2430427166767
AD489,594.2271040437729
AD490,560.6641877646814
AD491,306.9128847602683
AD492,323.6259027617696
AD493,545.6969435009311
AD494,481.9245238503334
AD495,506.8704266009754
AD496,653.5651909064212
AD497,485.17408376743856
AD498,489.7063373437718
AD499,487.14689031115324
AD500,476.3662043676808
AD501,489.67932107358564
AD502,480.1436311028083
AD503,479.33520034459167
AD504,477.91396316955723
AD505,478.0210833855371
AD506,696.8234964520564
AD507,396.79184828163864
AD508,549.3377008256481
AD509,514.904117992481
AD510,315.3886480860273
AD511,359.6405401894817
AD512,503.9261440696798
AD513,384.0974285345954
AD514,339.771613763415
AD515,281.96457297238476
AD516,406.1893054633063
AD517,398.6729094780763
AD518,564.4366586015443
AD519,641.8274001277218
AD520,546.1038599340336
AD521,702.2161507947338
AD522,497.28097772926037
AD523,452.62987181362405
AD524,531.3106888209666
AD525,420.2255253552803
AD526,467.55973603091627
AD527,446.475068578902
AD528,324.539313037771
AD529,341.5905716178586
